video_id,category,purpose_tag,stroke_label,duration_sec,kick_frequency,kick_ratio,stroke_cycle_hz,detection_rate,l_elbow_angle_mean,l_elbow_angle_std,l_elbow_angle_min,r_elbow_angle_mean,r_elbow_angle_std,r_elbow_angle_min,l_shoulder_angle_mean,l_shoulder_angle_std,l_shoulder_angle_min,r_shoulder_angle_mean,r_shoulder_angle_std,r_shoulder_angle_min,head_angle_mean,head_angle_std,head_angle_min,head_v_angle_mean,head_v_angle_std,head_v_angle_min,hip_angle_mean,hip_angle_std,hip_angle_min,body_roll_mean,body_roll_std,body_roll_min,body_roll_deg_mean,body_roll_deg_std,body_roll_deg_min,hip_roll_mean,hip_roll_std,hip_roll_min,elbow_symmetry_mean,elbow_symmetry_std,elbow_symmetry_min,shoulder_symmetry_mean,shoulder_symmetry_std,shoulder_symmetry_min,entry_angle_mean,entry_angle_std,entry_angle_min,streamline_width_mean,streamline_width_std,streamline_width_min,shoulder_width_mean,shoulder_width_std,shoulder_width_min,norm_l_wrist_x_mean,norm_l_wrist_x_std,norm_l_wrist_x_min,norm_r_wrist_x_mean,norm_r_wrist_x_std,norm_r_wrist_x_min,norm_l_wrist_y_mean,norm_l_wrist_y_std,norm_l_wrist_y_min,norm_r_wrist_y_mean,norm_r_wrist_y_std,norm_r_wrist_y_min,l_ankle_roll_std5_mean,l_ankle_roll_std5_std,l_ankle_roll_std5_min,r_ankle_roll_std5_mean,r_ankle_roll_std5_std,r_ankle_roll_std5_min
How To Swim Butterfly PERFECTLY..mp4,competition_butterfly,competition,butterfly,249.83,0.512,0.1309,0.406,0.438,135.7974,50.6806,0.44,134.6733,48.9575,2.61,81.7862,62.4994,1.02,80.7984,63.0126,1.2,69.4659,51.4611,2.64,32.9487,26.8332,0.04,138.2947,54.0322,1.77,0.033,0.0314,0.0001,43.7014,30.5903,0.02,0.021,0.0187,0.0001,27.0081,35.7208,0.0,19.8691,24.4482,0.0,0.1772,0.207,0.0007,0.1291,0.1862,0.0001,0.1002,0.129,0.0003,23.6839,78.1836,1.2913,23.7965,78.2951,0.3256,20.6301,66.8613,0.4934,20.5541,66.9284,0.3108,0.0869,0.1452,0.0,0.0834,0.1451,0.0
Kristof Milak 200m Butterfly Olympic Record ｜ Underwater Technique ｜ Slo Motion - 90% Slo.mp4,competition_butterfly,competition,butterfly,46.38,0.28,0.0991,0.394,0.383,121.695,52.8937,4.39,127.7032,47.3185,3.95,71.3352,58.8702,1.05,59.5171,56.0072,1.25,75.6023,49.6051,2.88,39.8015,20.7729,1.39,163.1093,24.037,16.07,0.0374,0.0219,0.0006,59.7015,18.442,6.82,0.0203,0.0127,0.0003,42.0634,38.7712,0.11,32.4316,37.6072,0.2,0.0908,0.0589,0.0016,0.0332,0.0271,0.0004,0.0443,0.0239,0.001,40.8118,78.8043,8.0847,41.0881,79.992,8.4009,15.3422,30.732,1.4583,15.6626,32.9282,1.1655,0.0247,0.0309,0.0,0.0257,0.0294,0.0
Men's 100m Butterfly Final ｜ Paris Champions.mp4,competition_butterfly,competition,butterfly,136.83,0.57,0.1328,0.349,0.485,124.4404,54.6501,0.61,118.674,56.9004,0.39,61.0225,58.5922,0.35,55.1226,57.457,0.24,82.5268,55.1864,1.89,26.3576,24.1593,0.01,147.7634,49.1129,1.22,0.0298,0.0316,0.0,28.2883,29.8889,0.0,0.0203,0.0216,0.0,35.7678,43.0659,0.01,19.471,24.6202,0.03,0.2847,0.3065,0.0,0.1465,0.156,0.0003,0.117,0.0911,0.002,9.0671,17.4685,-0.9362,8.4458,18.0898,-1.7793,10.957,18.8371,0.7777,10.9725,18.1349,0.5814,0.147,0.1508,0.0,0.1573,0.1618,0.0
Michael Phelps wins 15th Gold - Men's 100m Butterfly ｜ London 2012 Olympic Games.mp4,competition_butterfly,competition,butterfly,338.4,0.505,0.105,0.338,0.608,121.404,59.9726,0.47,117.3493,58.5212,1.07,43.7031,51.1145,0.17,44.8784,50.5703,0.25,84.7014,49.5705,1.16,18.1333,19.4682,0.0,151.5906,48.1555,0.28,0.0335,0.0491,0.0,22.3914,24.2053,0.03,0.0173,0.0279,0.0,35.7264,42.8191,0.01,17.767,27.6832,0.0,0.2474,0.2585,0.0007,0.1485,0.1349,0.0001,0.1343,0.1039,0.002,9.9766,17.4539,0.0706,9.1916,17.6215,-0.5519,10.8355,19.6321,-0.3059,10.7789,18.9775,-0.9038,0.1291,0.1667,0.0,0.1348,0.1742,0.0
Phelps reclaims 200m Butterfly gold.mp4,competition_butterfly,competition,butterfly,92.0,0.337,0.1196,0.37,0.399,115.8106,60.6047,0.72,110.269,58.9995,1.75,46.8786,47.4828,1.14,54.0677,48.4913,0.63,74.9286,49.273,1.06,26.4782,23.1079,0.08,126.4115,54.3155,1.59,0.0441,0.042,0.0002,39.1393,26.5405,0.16,0.0254,0.0235,0.0,52.0455,50.3756,0.07,26.7954,29.9578,0.14,0.1272,0.1242,0.0004,0.1201,0.1694,0.0004,0.0894,0.072,0.0041,16.8569,27.8451,1.6149,16.5216,28.0387,0.9423,15.0865,22.641,0.5785,14.9354,22.4178,1.2909,0.105,0.1148,0.0,0.1023,0.1158,0.0
Rio 2016 100m Butterfly Final- Underwater Camera.mp4,competition_butterfly,competition,butterfly,64.06,0.843,0.1658,0.45,0.517,113.0888,58.6325,2.03,114.417,60.1983,1.18,95.9244,56.051,1.7,88.8451,56.6596,1.33,58.9295,51.3623,2.36,36.7187,26.6442,0.08,139.5363,53.1125,1.42,0.0339,0.0274,0.0005,49.8101,28.4541,0.16,0.0201,0.0151,0.0001,33.6274,35.6128,0.0,26.2307,28.5233,0.07,0.3273,0.3675,0.0016,0.124,0.2139,0.0002,0.097,0.1313,0.0023,21.9909,29.5124,1.3417,21.2925,29.7034,-0.1833,17.7966,24.578,0.6315,17.8074,23.8871,1.1715,0.1236,0.2014,0.0,0.1255,0.2118,0.0
Slow Motion Butterfly.mp4,competition_butterfly,competition,butterfly,56.1,0.82,0.1916,0.404,0.77,141.6868,43.0379,5.73,140.918,39.6196,3.3,109.9461,58.8766,1.78,109.8117,59.8068,1.18,42.8085,47.7482,1.73,47.4236,24.925,1.07,138.0381,42.7821,1.7,0.0318,0.0254,0.0004,58.1729,26.2329,0.98,0.0194,0.0144,0.0001,28.7313,31.1111,0.12,28.7995,34.6781,0.01,0.0636,0.0568,0.0009,0.0666,0.0864,0.0003,0.0402,0.0264,0.003,25.4921,28.1022,3.4315,26.0447,28.4141,4.1298,23.8501,25.0523,3.1404,24.0004,25.3466,1.2457,0.0582,0.0372,0.0,0.0544,0.0341,0.0
Swimming Slow Butterfly by Maria Krivileva.mp4,competition_butterfly,competition,butterfly,128.5,0.669,0.1771,0.376,0.497,127.3491,48.3472,2.71,127.828,47.8656,1.61,87.0565,59.5835,1.32,87.4251,60.8577,0.72,59.3377,49.4146,1.92,35.1658,26.9783,0.17,119.663,59.9616,0.44,0.043,0.0456,0.0001,49.316,29.3303,0.27,0.0281,0.0287,0.0001,31.0008,31.7446,0.15,28.2883,34.077,0.05,0.1798,0.2446,0.0006,0.0722,0.0791,0.0,0.0658,0.05,0.0025,15.5218,18.7996,0.5033,15.7785,19.0774,-0.0583,13.1198,16.0358,0.3777,12.9042,15.7105,0.08,0.1018,0.0899,0.0,0.1023,0.0896,0.0
Unbelievable 100m Butterfly Showdown ｜ Men’s Swimming ｜ FINA 2019.mp4,competition_butterfly,competition,butterfly,57.2,0.262,0.0943,0.347,0.341,110.3445,52.6064,4.63,106.116,56.7133,5.78,74.9486,52.3535,2.56,65.9822,50.5927,1.29,75.2885,56.1393,3.72,37.6861,28.0222,0.52,111.0442,61.21,2.97,0.0377,0.0341,0.0001,60.0004,31.737,0.96,0.0208,0.0183,0.0001,46.1933,39.5465,1.23,28.0544,23.5501,0.14,0.0757,0.093,0.0007,0.0295,0.064,0.0001,0.0538,0.049,0.0008,46.2209,98.897,2.1828,45.8298,98.5667,0.9247,27.832,106.1736,0.4532,27.5572,105.0269,1.1517,0.0907,0.1237,0.0,0.0905,0.1333,0.0
Women's 100m Butterfly Final 🏊‍♀️ ｜ Paris Champions.mp4,competition_butterfly,competition,butterfly,134.83,0.734,0.1555,0.286,0.588,119.1922,59.8887,0.97,122.0119,54.0981,2.35,43.3562,49.6864,1.09,44.1236,51.8441,0.26,83.0967,52.2186,1.55,24.5809,25.4089,0.0,154.5198,41.4106,0.22,0.0353,0.0479,0.0,26.6923,28.614,0.01,0.022,0.027,0.0,29.863,36.655,0.2,14.8436,20.0505,0.03,0.2175,0.2158,0.0001,0.1097,0.1008,0.0,0.1109,0.0652,0.0047,7.7561,11.6996,0.7236,7.0157,12.0852,0.509,9.588,12.8956,0.0117,9.5797,12.8161,0.3648,0.1427,0.1523,0.0,0.1508,0.1637,0.0
100m Butterfly Men world record Analysis.mp4,competition_freestyle,competition,freestyle,62.4,0.224,0.1389,0.385,0.23,108.4619,62.0786,1.02,104.4594,61.8583,0.75,86.1179,40.2053,4.03,82.5811,43.0541,3.35,90.4451,66.7832,1.26,22.9764,20.7582,0.44,136.3085,56.5709,38.74,0.0386,0.0372,0.0005,39.7196,33.5238,0.09,0.0268,0.0245,0.0002,30.2297,38.1923,0.27,25.1507,30.7296,0.66,0.4991,0.3529,0.0038,0.1827,0.191,0.0019,0.1574,0.1317,0.0068,13.8474,18.0155,1.3322,13.4598,18.9682,0.8421,14.5409,19.5355,1.4385,13.4471,18.5167,0.1819,0.138,0.2645,0.0,0.1305,0.2646,0.0
Adam Peaty ｜ 100m Breaststroke ｜ Tokyo Olympics 2020 ｜ Underwater Slo Mo Technique.mp4,competition_freestyle,competition,freestyle,18.35,0.0,0.0,0.0,0.05,98.2615,48.4813,29.46,61.6246,49.1826,3.1,52.6831,41.1418,5.55,45.1246,41.484,9.85,57.7292,52.3622,7.17,48.9669,22.0756,1.72,168.3492,10.1429,150.3,0.0335,0.0305,0.0016,66.9792,20.4208,28.19,0.0222,0.0186,0.0005,57.3323,39.051,13.42,25.1508,29.0164,1.54,0.0475,0.0456,0.0018,0.0134,0.0104,0.0038,0.0352,0.0296,0.0033,31.8659,34.7876,9.406,31.4979,33.9239,9.1018,50.3092,60.1533,8.8363,50.2262,61.3252,6.1503,0.0081,0.0055,0.0,0.008,0.0047,0.0
Andrii Khloptsov 50 Free  22.81sec Stroke Analysis.mp4,competition_freestyle,competition,freestyle,26.33,1.177,0.1667,0.551,0.792,139.904,34.403,19.75,142.7257,40.202,4.9,94.4655,42.7993,2.54,93.5313,42.7228,1.3,13.6478,27.2401,2.1,47.8575,16.7098,0.56,167.6697,21.6191,12.59,0.0173,0.0108,0.0002,61.841,21.63,2.92,0.0113,0.0074,0.0001,21.3816,24.5738,0.03,21.1074,23.1871,0.12,0.0685,0.0555,0.0011,0.0242,0.0277,0.0005,0.0196,0.0102,0.0017,34.2415,41.4889,4.7465,34.9182,40.8152,7.6299,19.4061,17.4244,3.0206,19.7072,17.559,3.7587,0.0326,0.0371,0.0,0.0281,0.0379,0.0
Caeleb Dressel 47.78 100M Butterfly World Record ｜ Full Race & Analysis.mp4,competition_freestyle,competition,freestyle,570.15,0.784,0.1357,0.41,0.952,127.1594,32.8803,2.74,71.7035,49.3944,0.75,13.7902,17.6384,0.7,15.4629,15.9086,0.55,93.4264,30.3173,3.79,9.0929,6.0529,0.01,172.2303,21.4088,1.8,0.0078,0.0069,0.0,5.9954,7.0515,0.0,0.0058,0.0047,0.0,60.976,45.6688,0.02,4.1637,5.6755,0.0,0.0651,0.0527,0.0017,0.0753,0.0506,0.0002,0.0816,0.0306,0.0019,2.7441,4.7086,0.7683,1.861,4.8475,-0.2753,11.7645,6.3122,-0.0091,11.6536,6.3052,0.0753,0.0339,0.0747,0.0,0.0312,0.0779,0.0
CAELEB DRESSEL Analysis 100 METER FLY WINS GOLD SETS RECORD ｜ TOKYO 2020 OLYMPICS.mp4,competition_freestyle,competition,freestyle,267.92,0.231,0.1169,0.342,0.303,99.3341,56.3275,0.57,107.423,52.8925,1.38,50.3395,45.4759,0.76,56.1744,48.3669,0.67,67.3721,59.0666,1.67,29.5651,24.4478,0.23,128.5798,56.2343,3.2,0.0433,0.0452,0.0,46.9591,29.0702,0.29,0.0303,0.0289,0.0002,41.4189,36.6491,0.17,29.2608,33.5589,0.08,0.2091,0.2711,0.0012,0.0871,0.1196,0.0,0.088,0.0949,0.0008,25.6333,57.3929,0.6229,25.5292,58.5265,0.2671,19.5184,44.3449,1.3521,19.5694,44.6163,1.1865,0.0905,0.1764,0.0,0.0915,0.1788,0.0
CAELEB DRESSEL Analysis 100 METER FREESTYLE  WINS GOLD SETS RECORD ｜ TOKYO 2020 OLYMPICS.mp4,competition_freestyle,competition,freestyle,270.83,0.628,0.1677,0.411,0.594,132.2297,43.8843,4.46,136.0104,37.9543,1.04,100.9621,55.818,0.89,108.4876,55.6735,0.77,88.9954,53.9394,2.03,27.5271,25.6443,0.01,109.0843,70.6471,0.78,0.0481,0.0501,0.0,39.8062,30.4588,0.06,0.035,0.0261,0.0001,27.5324,34.8998,0.01,24.3074,35.4953,0.01,0.2048,0.1211,0.0009,0.1552,0.1316,0.0001,0.0939,0.048,0.0014,10.9253,22.1727,0.4695,9.9239,22.8329,0.1789,11.0643,21.6461,0.4105,10.9363,22.4332,0.0144,0.0637,0.0416,0.0,0.0465,0.0398,0.0
Cameron McEvoy 20.88 WORLD RECORD ｜ Full Race (50m Freestyle).mp4,competition_freestyle,competition,freestyle,27.75,0.649,0.1084,0.475,0.483,131.1878,45.9696,15.61,122.5763,39.9603,4.26,66.4748,42.7937,1.68,45.2043,41.0518,1.83,80.8158,41.2939,7.28,28.9124,23.7321,0.46,101.828,53.9904,4.81,0.0409,0.0269,0.0002,60.7054,23.5929,0.39,0.0223,0.015,0.0016,29.5789,25.7307,0.09,29.1598,27.8711,0.49,0.0631,0.0362,0.004,0.0321,0.0341,0.0003,0.049,0.0264,0.0036,25.5629,37.9753,0.5391,25.7269,37.7674,1.92,26.9774,35.5103,5.652,27.5767,35.2003,6.2506,0.0509,0.0847,0.0,0.0529,0.0889,0.0
Her swimming strategy should be imposible!.mp4,competition_freestyle,competition,freestyle,305.64,0.622,0.125,0.44,0.554,122.7927,57.549,0.57,123.1776,55.9739,0.39,53.6297,57.8507,0.17,50.2799,54.7446,0.14,81.9673,46.8222,1.14,21.7384,23.4497,0.01,154.7963,42.6024,0.66,0.0345,0.0507,0.0,23.7066,26.8901,0.0,0.0197,0.0321,0.0,38.0308,42.6635,0.07,20.1382,27.7728,0.0,0.2317,0.2603,0.0,0.2003,0.1963,0.0,0.1556,0.12,0.001,10.6656,29.3318,0.3522,9.7823,29.464,-0.0316,13.615,30.522,0.2253,13.5952,30.648,0.7993,0.161,0.2387,0.0,0.1676,0.2505,0.0
How Pan Zhanle BROKE the 100 Freestyle World Record ｜ Stroke Analysis.mp4,competition_freestyle,competition,freestyle,539.5,0.454,0.0873,0.29,0.732,144.068,50.5173,0.23,133.1126,55.651,0.23,34.7944,48.2238,0.19,35.6421,44.629,0.17,99.2922,39.4761,1.22,11.3836,17.6913,0.0,157.9888,41.4781,0.79,0.0297,0.0418,0.0,15.7263,24.4878,0.0,0.0155,0.0234,0.0,29.5315,42.4256,0.0,16.9374,30.8349,0.0,0.2284,0.28,0.0,0.3446,0.2239,0.0,0.2722,0.1493,0.0015,7.7353,25.8404,1.0266,6.7333,26.1678,-0.3268,8.646,24.0319,-0.2621,8.6439,23.8345,-0.5122,0.1754,0.3165,0.0,0.1774,0.3185,0.0
Is This The Easiest 1_10⧸100m Freestyle Ever？.mp4,competition_freestyle,competition,freestyle,80.5,1.006,0.1816,0.585,0.808,145.2074,37.6816,3.07,146.7001,35.3302,11.25,107.7806,61.6185,0.91,119.5852,53.6911,1.0,53.31,59.4079,1.9,56.4869,21.558,0.0,144.9548,49.6114,0.78,0.0637,0.0673,0.0003,70.3295,19.4335,1.42,0.0349,0.032,0.0001,31.497,34.1574,0.0,50.3894,50.3968,0.03,0.07,0.0667,0.0003,0.0711,0.0804,0.0,0.0674,0.0669,0.0011,14.5136,28.3683,0.2979,13.9449,28.4764,0.3667,14.2615,23.9882,0.5819,14.1651,22.8308,0.4958,0.0463,0.0422,0.0,0.0494,0.0418,0.0
Michael Phelps Freestyle Stroke Analysis.mp4,competition_freestyle,competition,freestyle,562.44,0.802,0.1275,0.397,0.974,132.0481,35.7609,1.06,83.4257,45.7637,0.54,16.5749,26.7161,1.1,23.3341,26.2376,0.22,101.3872,33.5916,2.54,9.9052,8.6263,0.0,161.2171,35.5747,0.78,0.0087,0.012,0.0,6.8396,10.1518,0.0,0.0121,0.0091,0.0,55.0573,44.0864,0.02,9.0125,10.3243,0.02,0.0942,0.1034,0.0006,0.0919,0.0765,0.0,0.0871,0.0443,0.0003,3.0991,13.6908,1.2039,2.32,14.4176,0.1835,11.5454,13.1286,0.3929,11.4684,13.2938,0.5876,0.0517,0.0663,0.0,0.0493,0.0727,0.0
Rio 2016 100m Butterfly Final- Underwater Camera.mp4,competition_freestyle,competition,freestyle,64.06,0.843,0.1658,0.45,0.517,113.0888,58.6325,2.03,114.417,60.1983,1.18,95.9244,56.051,1.7,88.8451,56.6596,1.33,58.9295,51.3623,2.36,36.7187,26.6442,0.08,139.5363,53.1125,1.42,0.0339,0.0274,0.0005,49.8101,28.4541,0.16,0.0201,0.0151,0.0001,33.6274,35.6128,0.0,26.2307,28.5233,0.07,0.3273,0.3675,0.0016,0.124,0.2139,0.0002,0.097,0.1313,0.0023,21.9909,29.5124,1.3417,21.2925,29.7034,-0.1833,17.7966,24.578,0.6315,17.8074,23.8871,1.1715,0.1236,0.2014,0.0,0.1255,0.2118,0.0
Rio 2016 4 x 100 Freestyle Relay - Underwater Camera.mp4,competition_freestyle,competition,freestyle,222.56,0.782,0.1701,0.406,0.59,118.8646,54.7555,1.69,116.7448,55.0336,1.24,70.0721,57.6802,0.8,71.741,57.0292,0.62,66.8852,51.3887,2.0,30.8195,25.466,0.03,161.5202,33.5858,1.39,0.034,0.0302,0.0001,45.7599,24.3713,0.08,0.0182,0.0156,0.0001,39.0068,38.8158,0.02,28.6167,31.7999,0.01,0.1577,0.1536,0.0002,0.0604,0.0929,0.0001,0.0565,0.0566,0.0017,19.8013,29.9589,1.2103,19.7674,30.3721,0.3591,16.0675,21.7195,0.4671,16.0878,21.7761,0.3402,0.0708,0.079,0.0,0.0712,0.0822,0.0
The SECRET Behind The FASTEST 100m Freestyle of All Time： Pan Zhanle.mp4,competition_freestyle,competition,freestyle,399.0,0.744,0.1062,0.482,0.963,102.5128,34.4709,2.23,65.0318,55.9266,0.56,17.1584,13.0436,1.06,19.8752,19.2981,0.98,109.8969,28.6256,2.8,6.2111,10.4074,0.0,168.5507,22.0475,1.46,0.014,0.0324,0.0,7.1963,14.2216,0.01,0.0127,0.0182,0.0,54.8251,37.731,0.04,7.0453,14.6691,0.0,0.0973,0.0766,0.0012,0.1162,0.0731,0.0002,0.1105,0.0452,0.0013,2.7067,10.7864,0.7641,1.6973,10.7451,0.0073,9.2325,7.2041,0.9246,8.828,7.0114,1.0043,0.0228,0.0696,0.0,0.0224,0.0736,0.0
The Smoothest 59 Second 100m Freestyle Ever？.mp4,competition_freestyle,competition,freestyle,64.5,0.264,0.0917,0.493,0.307,135.391,40.6739,6.45,133.7557,45.9649,1.71,87.5532,58.4788,1.24,88.9103,53.9653,1.59,26.5475,37.875,2.37,56.5082,23.3033,1.24,163.4218,16.5755,47.06,0.0229,0.0222,0.0,57.9608,26.1829,0.02,0.0145,0.0118,0.0003,26.4672,31.9924,0.28,21.828,21.1833,0.01,0.0711,0.0494,0.0017,0.0321,0.0315,0.0001,0.0279,0.0222,0.0015,39.6763,43.004,3.4414,39.4688,42.5128,3.4454,44.332,49.1403,3.4076,44.2272,49.026,2.1928,0.0376,0.0358,0.0,0.0378,0.0341,0.0
A New World Record! ｜ Men's 100m Freestyle ｜ #Paris2024 Highlights.mp4,competition_medley,competition,medley,60.2,0.316,0.1512,0.172,0.273,112.2535,60.7765,3.57,111.941,54.6876,2.77,85.8848,58.759,1.74,84.2102,63.2953,0.41,69.8216,51.16,3.08,30.2944,24.2261,0.6,104.9067,64.5789,1.52,0.0291,0.0392,0.0001,48.7402,29.7424,1.35,0.02,0.028,0.0009,41.3049,39.9426,0.25,30.5055,37.1536,0.25,0.16,0.1476,0.0011,0.0456,0.0646,0.0,0.0565,0.0708,0.0008,32.2764,50.4584,2.0445,31.9261,50.2079,1.6433,66.0496,122.6902,0.3495,65.4104,120.2135,1.5176,0.0936,0.0697,0.0,0.0935,0.0591,0.0
Individual Medley - Stroke and Turn Judging.mp4,competition_medley,competition,medley,257.34,0.152,0.1588,0.354,0.138,137.2066,49.7188,1.27,144.7908,41.4776,3.27,31.6386,42.4383,0.65,30.6735,43.4695,0.85,77.0018,56.2863,2.65,28.0098,26.1616,0.19,150.9208,46.5366,1.82,0.0414,0.0653,0.0007,32.3344,27.2945,0.55,0.0213,0.0459,0.0001,22.7648,29.9964,0.24,13.4756,18.3143,0.04,0.1427,0.1933,0.0011,0.0943,0.0804,0.0005,0.0913,0.0688,0.0054,10.3719,15.969,0.0171,10.5413,16.2139,0.1277,9.8965,12.9016,1.081,10.489,12.6478,0.146,0.1509,0.1684,0.0,0.1531,0.1553,0.0
Men's 200m Individual Medley ｜ Rio 2016 Replay.mp4,competition_medley,competition,medley,369.0,0.588,0.1337,0.329,0.624,104.8666,63.4708,0.48,107.349,61.5841,0.68,39.8283,48.6506,0.15,39.3126,47.4943,0.16,66.934,51.1136,0.65,27.3807,23.3413,0.02,152.2726,44.9454,0.17,0.0411,0.046,0.0002,24.5585,23.2813,0.05,0.0225,0.0262,0.0001,34.0276,40.6667,0.01,17.5222,24.9879,0.01,0.3253,0.3544,0.0001,0.1342,0.1287,0.0002,0.14,0.0968,0.0024,11.542,23.7696,-0.4002,11.0127,23.9694,-1.1325,9.5299,16.3749,0.304,9.3711,16.1821,-0.7333,0.1407,0.1904,0.0,0.1544,0.2072,0.0
Michael Phelps breaks 200m Freestyle World Record ｜ Beijing 2008 Olympic Games.mp4,competition_medley,competition,medley,132.4,0.498,0.1355,0.31,0.501,116.0589,65.195,0.6,111.2696,62.3573,0.64,40.9189,45.2938,0.52,41.9346,47.4955,0.62,89.6782,52.6423,1.0,19.8047,19.2405,0.12,153.2116,43.5461,0.96,0.0328,0.032,0.0,23.9702,24.3186,0.01,0.017,0.0174,0.0,31.8692,36.0523,0.01,23.9564,30.2002,0.09,0.2225,0.1861,0.0003,0.1555,0.1438,0.0,0.1263,0.0851,0.0012,8.1421,16.539,1.3954,7.3532,17.2068,0.3634,14.4226,44.2518,1.2761,14.526,43.8869,0.3843,0.1203,0.1314,0.0,0.1196,0.1349,0.0
Nathan Adrian Slow Motion Finish - M 50 Free - ARENA Grand Prix Series at Santa Clara.mp4,competition_medley,competition,medley,19.33,0.103,0.0476,0.6,0.712,97.4867,58.4947,2.28,89.0886,61.6167,2.59,18.5395,17.8702,1.09,21.0593,13.9059,1.97,71.3102,42.4518,11.09,23.9426,16.5397,0.44,170.1381,5.8161,147.17,0.0165,0.0143,0.0001,26.7719,17.4713,0.07,0.008,0.0072,0.0002,29.7207,27.1368,0.05,13.2581,13.9115,0.23,0.0749,0.0328,0.0239,0.0319,0.0223,0.0004,0.0353,0.0126,0.0081,18.2906,7.1707,6.3463,18.7264,7.2479,6.8575,24.1733,14.5529,9.1944,24.2539,14.5198,10.6119,0.0136,0.021,0.0,0.0151,0.0212,0.0
OLYMPIC RECORD FOR MOLLIE! ｜ Women's 200m Freestyle ｜ #Paris2024 Highlights.mp4,competition_medley,competition,medley,184.8,0.395,0.1715,0.376,0.372,113.5058,53.1022,2.22,119.1112,51.3109,2.57,62.3798,54.4162,0.9,61.387,53.4559,1.01,67.6779,46.338,2.07,32.0494,25.1209,0.18,129.546,49.382,1.62,0.0446,0.0567,0.0,43.8827,28.7559,0.03,0.0269,0.0312,0.0002,40.1528,38.0633,0.17,25.1698,28.3461,0.02,0.1321,0.1599,0.0001,0.0684,0.1033,0.0,0.0711,0.0728,0.0008,14.5707,34.4524,1.0708,14.3673,34.2311,-0.1062,17.5299,39.4495,0.5428,17.3086,37.6312,0.3918,0.1057,0.114,0.0,0.1066,0.116,0.0
Peaty wins gold with new world record - Full Race.mp4,competition_medley,competition,medley,88.0,0.341,0.1244,0.27,0.438,133.0127,55.3558,3.2,106.3569,64.9212,1.74,41.9669,42.7273,0.68,39.5176,39.3784,0.75,78.0192,50.3143,2.3,20.9063,18.7126,0.02,152.3853,43.7214,1.08,0.0485,0.0441,0.0002,33.2593,28.0564,0.14,0.0215,0.0224,0.0001,50.402,61.129,0.02,19.364,21.1931,0.13,0.152,0.1834,0.0015,0.2036,0.2325,0.0009,0.1546,0.1563,0.0032,17.7106,35.311,0.7369,17.1043,35.6026,0.2086,21.5573,35.6582,0.6144,20.6292,35.4416,0.9939,0.1681,0.3293,0.0,0.1712,0.3267,0.0
Phelps reclaims 200m Butterfly gold.mp4,competition_medley,competition,medley,92.0,0.337,0.1196,0.37,0.399,115.8106,60.6047,0.72,110.269,58.9995,1.75,46.8786,47.4828,1.14,54.0677,48.4913,0.63,74.9286,49.273,1.06,26.4782,23.1079,0.08,126.4115,54.3155,1.59,0.0441,0.042,0.0002,39.1393,26.5405,0.16,0.0254,0.0235,0.0,52.0455,50.3756,0.07,26.7954,29.9578,0.14,0.1272,0.1242,0.0004,0.1201,0.1694,0.0004,0.0894,0.072,0.0041,16.8569,27.8451,1.6149,16.5216,28.0387,0.9423,15.0865,22.641,0.5785,14.9354,22.4178,1.2909,0.105,0.1148,0.0,0.1023,0.1158,0.0
Rio 2016 100m Butterfly Final- Underwater Camera.mp4,competition_medley,competition,medley,64.06,0.843,0.1658,0.45,0.517,113.0888,58.6325,2.03,114.417,60.1983,1.18,95.9244,56.051,1.7,88.8451,56.6596,1.33,58.9295,51.3623,2.36,36.7187,26.6442,0.08,139.5363,53.1125,1.42,0.0339,0.0274,0.0005,49.8101,28.4541,0.16,0.0201,0.0151,0.0001,33.6274,35.6128,0.0,26.2307,28.5233,0.07,0.3273,0.3675,0.0016,0.124,0.2139,0.0002,0.097,0.1313,0.0023,21.9909,29.5124,1.3417,21.2925,29.7034,-0.1833,17.7966,24.578,0.6315,17.8074,23.8871,1.1715,0.1236,0.2014,0.0,0.1255,0.2118,0.0
Rio 2016 4 x 100 Freestyle Relay - Underwater Camera.mp4,competition_medley,competition,medley,222.56,0.782,0.1701,0.406,0.59,118.8646,54.7555,1.69,116.7448,55.0336,1.24,70.0721,57.6802,0.8,71.741,57.0292,0.62,66.8852,51.3887,2.0,30.8195,25.466,0.03,161.5202,33.5858,1.39,0.034,0.0302,0.0001,45.7599,24.3713,0.08,0.0182,0.0156,0.0001,39.0068,38.8158,0.02,28.6167,31.7999,0.01,0.1577,0.1536,0.0002,0.0604,0.0929,0.0001,0.0565,0.0566,0.0017,19.8013,29.9589,1.2103,19.7674,30.3721,0.3591,16.0675,21.7195,0.4671,16.0878,21.7761,0.3402,0.0708,0.079,0.0,0.0712,0.0822,0.0
